Classifier,Precision,Recall
Random Forest,0.2788,0.5974
Random Forest,0.2796,0.5974
Random Forest,0.2774,0.5909
Random Forest,0.2783,0.5909
Random Forest,0.2791,0.5909
Random Forest,0.28,0.5909
Random Forest,0.2809,0.5909
Random Forest,0.2817,0.5909
Random Forest,0.2826,0.5909
Random Forest,0.2835,0.5909
Random Forest,0.2844,0.5909
Random Forest,0.2821,0.5844
Random Forest,0.283,0.5844
Random Forest,0.2839,0.5844
Random Forest,0.2848,0.5844
Random Forest,0.2857,0.5844
Random Forest,0.2866,0.5844
Random Forest,0.2843,0.5779
Random Forest,0.2853,0.5779
Random Forest,0.2862,0.5779
Random Forest,0.2871,0.5779
Random Forest,0.288,0.5779
Random Forest,0.289,0.5779
Random Forest,0.2899,0.5779
Random Forest,0.2876,0.5714
Random Forest,0.2852,0.5649
Random Forest,0.2829,0.5584
Random Forest,0.2838,0.5584
Random Forest,0.2848,0.5584
Random Forest,0.2857,0.5584
Random Forest,0.2833,0.5519
Random Forest,0.2843,0.5519
Random Forest,0.2819,0.5455
Random Forest,0.2828,0.5455
Random Forest,0.2838,0.5455
Random Forest,0.2847,0.5455
Random Forest,0.2857,0.5455
Random Forest,0.2867,0.5455
Random Forest,0.2842,0.539
Random Forest,0.2852,0.539
Random Forest,0.2828,0.5325
Random Forest,0.2803,0.526
Random Forest,0.2812,0.526
Random Forest,0.2822,0.526
Random Forest,0.2832,0.526
Random Forest,0.2842,0.526
Random Forest,0.2852,0.526
Random Forest,0.2862,0.526
Random Forest,0.2872,0.526
Random Forest,0.2883,0.526
Random Forest,0.2893,0.526
Random Forest,0.2903,0.526
Random Forest,0.2914,0.526
Random Forest,0.2924,0.526
Random Forest,0.2935,0.526
Random Forest,0.2945,0.526
Random Forest,0.2956,0.526
Random Forest,0.2967,0.526
Random Forest,0.2978,0.526
Random Forest,0.2952,0.5195
Random Forest,0.2963,0.5195
Random Forest,0.2974,0.5195
Random Forest,0.2985,0.5195
Random Forest,0.2996,0.5195
Random Forest,0.3008,0.5195
Random Forest,0.3019,0.5195
Random Forest,0.303,0.5195
Random Forest,0.3042,0.5195
Random Forest,0.3053,0.5195
Random Forest,0.3027,0.513
Random Forest,0.3038,0.513
Random Forest,0.305,0.513
Random Forest,0.3062,0.513
Random Forest,0.3074,0.513
Random Forest,0.3047,0.5065
Random Forest,0.302,0.5
Random Forest,0.2992,0.4935
Random Forest,0.3004,0.4935
Random Forest,0.3016,0.4935
Random Forest,0.3028,0.4935
Random Forest,0.304,0.4935
Random Forest,0.3012,0.487
Random Forest,0.3024,0.487
Random Forest,0.3036,0.487
Random Forest,0.3049,0.487
Random Forest,0.3061,0.487
Random Forest,0.3074,0.487
Random Forest,0.3086,0.487
Random Forest,0.3058,0.4805
Random Forest,0.3071,0.4805
Random Forest,0.3083,0.4805
Random Forest,0.3054,0.474
Random Forest,0.3067,0.474
Random Forest,0.3038,0.4675
Random Forest,0.3051,0.4675
Random Forest,0.3064,0.4675
Random Forest,0.3034,0.461
Random Forest,0.3047,0.461
Random Forest,0.3017,0.4545
Random Forest,0.303,0.4545
Random Forest,0.3,0.4481
Random Forest,0.3013,0.4481
Random Forest,0.2982,0.4416
Random Forest,0.2952,0.4351
Random Forest,0.2965,0.4351
Random Forest,0.2978,0.4351
Random Forest,0.2991,0.4351
Random Forest,0.3004,0.4351
Random Forest,0.3018,0.4351
Random Forest,0.3032,0.4351
Random Forest,0.3045,0.4351
Random Forest,0.3059,0.4351
Random Forest,0.3073,0.4351
Random Forest,0.3088,0.4351
Random Forest,0.3056,0.4286
Random Forest,0.307,0.4286
Random Forest,0.3037,0.4221
Random Forest,0.3052,0.4221
Random Forest,0.3066,0.4221
Random Forest,0.3081,0.4221
Random Forest,0.3048,0.4156
Random Forest,0.3062,0.4156
Random Forest,0.3077,0.4156
Random Forest,0.3092,0.4156
Random Forest,0.3107,0.4156
Random Forest,0.3122,0.4156
Random Forest,0.3137,0.4156
Random Forest,0.3153,0.4156
Random Forest,0.3168,0.4156
Random Forest,0.3184,0.4156
Random Forest,0.315,0.4091
Random Forest,0.3166,0.4091
Random Forest,0.3182,0.4091
Random Forest,0.3198,0.4091
Random Forest,0.3214,0.4091
Random Forest,0.3179,0.4026
Random Forest,0.3144,0.3961
Random Forest,0.3161,0.3961
Random Forest,0.3177,0.3961
Random Forest,0.3194,0.3961
Random Forest,0.3211,0.3961
Random Forest,0.3228,0.3961
Random Forest,0.3191,0.3896
Random Forest,0.3155,0.3831
Random Forest,0.3172,0.3831
Random Forest,0.3189,0.3831
Random Forest,0.3152,0.3766
Random Forest,0.3169,0.3766
Random Forest,0.3132,0.3701
Random Forest,0.3149,0.3701
Random Forest,0.3167,0.3701
Random Forest,0.3184,0.3701
Random Forest,0.3202,0.3701
Random Forest,0.322,0.3701
Random Forest,0.3239,0.3701
Random Forest,0.3257,0.3701
Random Forest,0.3276,0.3701
Random Forest,0.3237,0.3636
Random Forest,0.3256,0.3636
Random Forest,0.3275,0.3636
Random Forest,0.3294,0.3636
Random Forest,0.3314,0.3636
Random Forest,0.3333,0.3636
Random Forest,0.3353,0.3636
Random Forest,0.3313,0.3571
Random Forest,0.3333,0.3571
Random Forest,0.3354,0.3571
Random Forest,0.3313,0.3506
Random Forest,0.3272,0.3442
Random Forest,0.3292,0.3442
Random Forest,0.325,0.3377
Random Forest,0.327,0.3377
Random Forest,0.3228,0.3312
Random Forest,0.3185,0.3247
Random Forest,0.3205,0.3247
Random Forest,0.3226,0.3247
Random Forest,0.3247,0.3247
Random Forest,0.3203,0.3182
Random Forest,0.3158,0.3117
Random Forest,0.3179,0.3117
Random Forest,0.3133,0.3052
Random Forest,0.3087,0.2987
Random Forest,0.3108,0.2987
Random Forest,0.3129,0.2987
Random Forest,0.3151,0.2987
Random Forest,0.3172,0.2987
Random Forest,0.3194,0.2987
Random Forest,0.3217,0.2987
Random Forest,0.3239,0.2987
Random Forest,0.3262,0.2987
Random Forest,0.3286,0.2987
Random Forest,0.3309,0.2987
Random Forest,0.3333,0.2987
Random Forest,0.3358,0.2987
Random Forest,0.3382,0.2987
Random Forest,0.3333,0.2922
Random Forest,0.3284,0.2857
Random Forest,0.3308,0.2857
Random Forest,0.3333,0.2857
Random Forest,0.3282,0.2792
Random Forest,0.3231,0.2727
Random Forest,0.3256,0.2727
Random Forest,0.3281,0.2727
Random Forest,0.3307,0.2727
Random Forest,0.3254,0.2662
Random Forest,0.328,0.2662
Random Forest,0.3226,0.2597
Random Forest,0.3252,0.2597
Random Forest,0.3279,0.2597
Random Forest,0.3306,0.2597
Random Forest,0.325,0.2532
Random Forest,0.3193,0.2468
Random Forest,0.322,0.2468
Random Forest,0.3248,0.2468
Random Forest,0.3276,0.2468
Random Forest,0.3304,0.2468
Random Forest,0.3333,0.2468
Random Forest,0.3274,0.2403
Random Forest,0.3304,0.2403
Random Forest,0.3333,0.2403
Random Forest,0.3364,0.2403
Random Forest,0.3394,0.2403
Random Forest,0.3333,0.2338
Random Forest,0.3364,0.2338
Random Forest,0.3396,0.2338
Random Forest,0.3429,0.2338
Random Forest,0.3462,0.2338
Random Forest,0.3495,0.2338
Random Forest,0.3529,0.2338
Random Forest,0.3564,0.2338
Random Forest,0.36,0.2338
Random Forest,0.3636,0.2338
Random Forest,0.3673,0.2338
Random Forest,0.3711,0.2338
Random Forest,0.375,0.2338
Random Forest,0.3789,0.2338
Random Forest,0.3723,0.2273
Random Forest,0.3656,0.2208
Random Forest,0.3696,0.2208
Random Forest,0.3736,0.2208
Random Forest,0.3778,0.2208
Random Forest,0.382,0.2208
Random Forest,0.3864,0.2208
Random Forest,0.3793,0.2143
Random Forest,0.3721,0.2078
Random Forest,0.3765,0.2078
Random Forest,0.381,0.2078
Random Forest,0.3855,0.2078
Random Forest,0.3902,0.2078
Random Forest,0.3951,0.2078
Random Forest,0.4,0.2078
Random Forest,0.3924,0.2013
Random Forest,0.3974,0.2013
Random Forest,0.4026,0.2013
Random Forest,0.4079,0.2013
Random Forest,0.4133,0.2013
Random Forest,0.4189,0.2013
Random Forest,0.411,0.1948
Random Forest,0.4167,0.1948
Random Forest,0.4225,0.1948
Random Forest,0.4286,0.1948
Random Forest,0.4203,0.1883
Random Forest,0.4265,0.1883
Random Forest,0.4328,0.1883
Random Forest,0.4394,0.1883
Random Forest,0.4462,0.1883
Random Forest,0.4375,0.1818
Random Forest,0.4286,0.1753
Random Forest,0.4355,0.1753
Random Forest,0.4262,0.1688
Random Forest,0.4167,0.1623
Random Forest,0.4237,0.1623
Random Forest,0.431,0.1623
Random Forest,0.4386,0.1623
Random Forest,0.4286,0.1558
Random Forest,0.4364,0.1558
Random Forest,0.4444,0.1558
Random Forest,0.4528,0.1558
Random Forest,0.4423,0.1494
Random Forest,0.451,0.1494
Random Forest,0.46,0.1494
Random Forest,0.449,0.1429
Random Forest,0.4375,0.1364
Random Forest,0.4255,0.1299
Random Forest,0.4348,0.1299
Random Forest,0.4222,0.1234
Random Forest,0.4091,0.1169
Random Forest,0.4186,0.1169
Random Forest,0.4286,0.1169
Random Forest,0.4146,0.1104
Random Forest,0.4,0.1039
Random Forest,0.4103,0.1039
Random Forest,0.4211,0.1039
Random Forest,0.4324,0.1039
Random Forest,0.4444,0.1039
Random Forest,0.4571,0.1039
Random Forest,0.4412,0.0974
Random Forest,0.4545,0.0974
Random Forest,0.4688,0.0974
Random Forest,0.4516,0.0909
Random Forest,0.4667,0.0909
Random Forest,0.4828,0.0909
Random Forest,0.4643,0.0844
Random Forest,0.4444,0.0779
Random Forest,0.4615,0.0779
Random Forest,0.48,0.0779
Random Forest,0.4583,0.0714
Random Forest,0.4348,0.0649
Random Forest,0.4545,0.0649
Random Forest,0.4762,0.0649
Random Forest,0.45,0.0584
Random Forest,0.4211,0.0519
Random Forest,0.3889,0.0455
Random Forest,0.4118,0.0455
Random Forest,0.4375,0.0455
Random Forest,0.4667,0.0455
Random Forest,0.5,0.0455
Random Forest,0.4615,0.039
Random Forest,0.5,0.039
Random Forest,0.5455,0.039
Random Forest,0.5,0.0325
Random Forest,0.5556,0.0325
Random Forest,0.5,0.026
Random Forest,0.4286,0.0195
Random Forest,0.3333,0.013
Random Forest,0.4,0.013
Random Forest,0.5,0.013
Random Forest,0.3333,0.0065
Random Forest,0.5,0.0065
Random Forest,0.0,0.0
Random Forest,1.0,0.0
Gradient Boosting,0.1562,1.0
Gradient Boosting,0.1563,1.0
Gradient Boosting,0.1565,1.0
Gradient Boosting,0.157,1.0
Gradient Boosting,0.1573,1.0
Gradient Boosting,0.1575,1.0
Gradient Boosting,0.1576,1.0
Gradient Boosting,0.1578,1.0
Gradient Boosting,0.1579,1.0
Gradient Boosting,0.1764,0.9416
Gradient Boosting,0.1777,0.9416
Gradient Boosting,0.1781,0.9416
Gradient Boosting,0.1786,0.9416
Gradient Boosting,0.1788,0.9416
Gradient Boosting,0.179,0.9416
Gradient Boosting,0.1795,0.9416
Gradient Boosting,0.1791,0.9351
Gradient Boosting,0.1786,0.9221
Gradient Boosting,0.1808,0.9156
Gradient Boosting,0.181,0.9156
Gradient Boosting,0.1817,0.9156
Gradient Boosting,0.1809,0.9091
Gradient Boosting,0.1819,0.9026
Gradient Boosting,0.1817,0.8896
Gradient Boosting,0.1819,0.8896
Gradient Boosting,0.1809,0.8831
Gradient Boosting,0.1826,0.8831
Gradient Boosting,0.1828,0.8831
Gradient Boosting,0.183,0.8831
Gradient Boosting,0.1833,0.8831
Gradient Boosting,0.1835,0.8831
Gradient Boosting,0.1838,0.8831
Gradient Boosting,0.184,0.8831
Gradient Boosting,0.1834,0.8766
Gradient Boosting,0.1837,0.8766
Gradient Boosting,0.1842,0.8766
Gradient Boosting,0.1862,0.8766
Gradient Boosting,0.1865,0.8766
Gradient Boosting,0.1867,0.8766
Gradient Boosting,0.1859,0.8701
Gradient Boosting,0.1864,0.8701
Gradient Boosting,0.1869,0.8701
Gradient Boosting,0.1872,0.8701
Gradient Boosting,0.1874,0.8701
Gradient Boosting,0.1877,0.8701
Gradient Boosting,0.1879,0.8701
Gradient Boosting,0.1882,0.8701
Gradient Boosting,0.189,0.8701
Gradient Boosting,0.1895,0.8701
Gradient Boosting,0.1898,0.8701
Gradient Boosting,0.1901,0.8701
Gradient Boosting,0.1931,0.8701
Gradient Boosting,0.1919,0.8636
Gradient Boosting,0.1922,0.8636
Gradient Boosting,0.1928,0.8636
Gradient Boosting,0.1924,0.8571
Gradient Boosting,0.1915,0.8506
Gradient Boosting,0.1918,0.8506
Gradient Boosting,0.1921,0.8506
Gradient Boosting,0.1924,0.8506
Gradient Boosting,0.1926,0.8506
Gradient Boosting,0.1929,0.8506
Gradient Boosting,0.1932,0.8506
Gradient Boosting,0.1935,0.8506
Gradient Boosting,0.1938,0.8506
Gradient Boosting,0.1941,0.8506
Gradient Boosting,0.1944,0.8506
Gradient Boosting,0.1947,0.8506
Gradient Boosting,0.1949,0.8506
Gradient Boosting,0.1952,0.8506
Gradient Boosting,0.1955,0.8506
Gradient Boosting,0.1958,0.8506
Gradient Boosting,0.1946,0.8442
Gradient Boosting,0.1949,0.8442
Gradient Boosting,0.1937,0.8377
Gradient Boosting,0.194,0.8377
Gradient Boosting,0.1943,0.8377
Gradient Boosting,0.1946,0.8377
Gradient Boosting,0.1949,0.8377
Gradient Boosting,0.1952,0.8377
Gradient Boosting,0.1955,0.8377
Gradient Boosting,0.1958,0.8377
Gradient Boosting,0.196,0.8377
Gradient Boosting,0.1954,0.8312
Gradient Boosting,0.196,0.8312
Gradient Boosting,0.1963,0.8312
Gradient Boosting,0.1966,0.8312
Gradient Boosting,0.1969,0.8312
Gradient Boosting,0.1972,0.8312
Gradient Boosting,0.1975,0.8312
Gradient Boosting,0.1978,0.8312
Gradient Boosting,0.1981,0.8312
Gradient Boosting,0.1984,0.8312
Gradient Boosting,0.1988,0.8312
Gradient Boosting,0.1991,0.8312
Gradient Boosting,0.1994,0.8312
Gradient Boosting,0.1997,0.8312
Gradient Boosting,0.2,0.8312
Gradient Boosting,0.2003,0.8312
Gradient Boosting,0.1997,0.8247
Gradient Boosting,0.2,0.8247
Gradient Boosting,0.2003,0.8247
Gradient Boosting,0.2006,0.8247
Gradient Boosting,0.2009,0.8247
Gradient Boosting,0.2013,0.8247
Gradient Boosting,0.2016,0.8247
Gradient Boosting,0.2019,0.8247
Gradient Boosting,0.2022,0.8247
Gradient Boosting,0.2026,0.8247
Gradient Boosting,0.2029,0.8247
Gradient Boosting,0.2032,0.8247
Gradient Boosting,0.2019,0.8182
Gradient Boosting,0.2022,0.8182
Gradient Boosting,0.2026,0.8182
Gradient Boosting,0.2029,0.8182
Gradient Boosting,0.2036,0.8182
Gradient Boosting,0.2039,0.8182
Gradient Boosting,0.2042,0.8182
Gradient Boosting,0.2049,0.8182
Gradient Boosting,0.2052,0.8182
Gradient Boosting,0.2055,0.8182
Gradient Boosting,0.2059,0.8182
Gradient Boosting,0.2066,0.8182
Gradient Boosting,0.2158,0.8182
Gradient Boosting,0.2161,0.8182
Gradient Boosting,0.2165,0.8182
Gradient Boosting,0.2169,0.8182
Gradient Boosting,0.2176,0.8182
Gradient Boosting,0.218,0.8182
Gradient Boosting,0.2184,0.8182
Gradient Boosting,0.2188,0.8182
Gradient Boosting,0.2191,0.8182
Gradient Boosting,0.2195,0.8182
Gradient Boosting,0.2199,0.8182
Gradient Boosting,0.2203,0.8182
Gradient Boosting,0.2207,0.8182
Gradient Boosting,0.2211,0.8182
Gradient Boosting,0.2214,0.8182
Gradient Boosting,0.2218,0.8182
Gradient Boosting,0.2222,0.8182
Gradient Boosting,0.2226,0.8182
Gradient Boosting,0.223,0.8182
Gradient Boosting,0.2234,0.8182
Gradient Boosting,0.2238,0.8182
Gradient Boosting,0.2242,0.8182
Gradient Boosting,0.2246,0.8182
Gradient Boosting,0.2232,0.8117
Gradient Boosting,0.2236,0.8117
Gradient Boosting,0.224,0.8117
Gradient Boosting,0.2244,0.8117
Gradient Boosting,0.2248,0.8117
Gradient Boosting,0.2252,0.8117
Gradient Boosting,0.2256,0.8117
Gradient Boosting,0.226,0.8117
Gradient Boosting,0.2269,0.8117
Gradient Boosting,0.2273,0.8117
Gradient Boosting,0.2281,0.8117
Gradient Boosting,0.2285,0.8117
Gradient Boosting,0.2289,0.8117
Gradient Boosting,0.2294,0.8117
Gradient Boosting,0.2298,0.8117
Gradient Boosting,0.2306,0.8117
Gradient Boosting,0.2311,0.8117
Gradient Boosting,0.2315,0.8117
Gradient Boosting,0.2319,0.8117
Gradient Boosting,0.2323,0.8117
Gradient Boosting,0.2328,0.8117
Gradient Boosting,0.2332,0.8117
Gradient Boosting,0.2336,0.8117
Gradient Boosting,0.2341,0.8117
Gradient Boosting,0.2345,0.8117
Gradient Boosting,0.235,0.8117
Gradient Boosting,0.2354,0.8117
Gradient Boosting,0.2358,0.8117
Gradient Boosting,0.2363,0.8117
Gradient Boosting,0.2367,0.8117
Gradient Boosting,0.2372,0.8117
Gradient Boosting,0.2362,0.8052
Gradient Boosting,0.2366,0.8052
Gradient Boosting,0.2375,0.8052
Gradient Boosting,0.238,0.8052
Gradient Boosting,0.2385,0.8052
Gradient Boosting,0.237,0.7987
Gradient Boosting,0.2375,0.7987
Gradient Boosting,0.2379,0.7987
Gradient Boosting,0.2364,0.7922
Gradient Boosting,0.2369,0.7922
Gradient Boosting,0.2374,0.7922
Gradient Boosting,0.2378,0.7922
Gradient Boosting,0.2383,0.7922
Gradient Boosting,0.2387,0.7922
Gradient Boosting,0.2392,0.7922
Gradient Boosting,0.2397,0.7922
Gradient Boosting,0.2402,0.7922
Gradient Boosting,0.2406,0.7922
Gradient Boosting,0.2411,0.7922
Gradient Boosting,0.2396,0.7857
Gradient Boosting,0.2401,0.7857
Gradient Boosting,0.2406,0.7857
Gradient Boosting,0.241,0.7857
Gradient Boosting,0.2415,0.7857
Gradient Boosting,0.242,0.7857
Gradient Boosting,0.2425,0.7857
Gradient Boosting,0.241,0.7792
Gradient Boosting,0.2414,0.7792
Gradient Boosting,0.2419,0.7792
Gradient Boosting,0.2424,0.7792
Gradient Boosting,0.2429,0.7792
Gradient Boosting,0.2414,0.7727
Gradient Boosting,0.2419,0.7727
Gradient Boosting,0.2424,0.7727
Gradient Boosting,0.2429,0.7727
Gradient Boosting,0.2434,0.7727
Gradient Boosting,0.2439,0.7727
Gradient Boosting,0.2444,0.7727
Gradient Boosting,0.2449,0.7727
Gradient Boosting,0.2454,0.7727
Gradient Boosting,0.2459,0.7727
Gradient Boosting,0.2443,0.7662
Gradient Boosting,0.2448,0.7662
Gradient Boosting,0.2453,0.7662
Gradient Boosting,0.2458,0.7662
Gradient Boosting,0.2463,0.7662
Gradient Boosting,0.2469,0.7662
Gradient Boosting,0.2474,0.7662
Gradient Boosting,0.2479,0.7662
Gradient Boosting,0.2484,0.7662
Gradient Boosting,0.2489,0.7662
Gradient Boosting,0.2474,0.7597
Gradient Boosting,0.2458,0.7532
Gradient Boosting,0.2463,0.7532
Gradient Boosting,0.2468,0.7532
Gradient Boosting,0.2473,0.7532
Gradient Boosting,0.2479,0.7532
Gradient Boosting,0.2484,0.7532
Gradient Boosting,0.2489,0.7532
Gradient Boosting,0.2495,0.7532
Gradient Boosting,0.25,0.7532
Gradient Boosting,0.2505,0.7532
Gradient Boosting,0.2511,0.7532
Gradient Boosting,0.2516,0.7532
Gradient Boosting,0.25,0.7468
Gradient Boosting,0.2505,0.7468
Gradient Boosting,0.2511,0.7468
Gradient Boosting,0.2516,0.7468
Gradient Boosting,0.2522,0.7468
Gradient Boosting,0.2527,0.7468
Gradient Boosting,0.2533,0.7468
Gradient Boosting,0.2539,0.7468
Gradient Boosting,0.2544,0.7468
Gradient Boosting,0.255,0.7468
Gradient Boosting,0.2533,0.7403
Gradient Boosting,0.2539,0.7403
Gradient Boosting,0.2545,0.7403
Gradient Boosting,0.255,0.7403
Gradient Boosting,0.2556,0.7403
Gradient Boosting,0.2562,0.7403
Gradient Boosting,0.2568,0.7403
Gradient Boosting,0.2573,0.7403
Gradient Boosting,0.2579,0.7403
Gradient Boosting,0.2585,0.7403
Gradient Boosting,0.2591,0.7403
Gradient Boosting,0.2597,0.7403
Gradient Boosting,0.258,0.7338
Gradient Boosting,0.2586,0.7338
Gradient Boosting,0.2592,0.7338
Gradient Boosting,0.2598,0.7338
Gradient Boosting,0.261,0.7338
Gradient Boosting,0.2616,0.7338
Gradient Boosting,0.2622,0.7338
Gradient Boosting,0.2628,0.7338
Gradient Boosting,0.2634,0.7338
Gradient Boosting,0.264,0.7338
Gradient Boosting,0.2646,0.7338
Gradient Boosting,0.2653,0.7338
Gradient Boosting,0.2659,0.7338
Gradient Boosting,0.2665,0.7338
Gradient Boosting,0.2671,0.7338
Gradient Boosting,0.2678,0.7338
Gradient Boosting,0.2684,0.7338
Gradient Boosting,0.269,0.7338
Gradient Boosting,0.2697,0.7338
Gradient Boosting,0.2679,0.7273
Gradient Boosting,0.2686,0.7273
Gradient Boosting,0.2692,0.7273
Gradient Boosting,0.2699,0.7273
Gradient Boosting,0.2705,0.7273
Gradient Boosting,0.2725,0.7273
Gradient Boosting,0.2732,0.7273
Gradient Boosting,0.2738,0.7273
Gradient Boosting,0.2745,0.7273
Gradient Boosting,0.2727,0.7208
Gradient Boosting,0.2734,0.7208
Gradient Boosting,0.2741,0.7208
Gradient Boosting,0.2748,0.7208
Gradient Boosting,0.2754,0.7208
Gradient Boosting,0.2761,0.7208
Gradient Boosting,0.2768,0.7208
Gradient Boosting,0.2775,0.7208
Gradient Boosting,0.2782,0.7208
Gradient Boosting,0.2764,0.7143
Gradient Boosting,0.2771,0.7143
Gradient Boosting,0.2778,0.7143
Gradient Boosting,0.2785,0.7143
Gradient Boosting,0.2766,0.7078
Gradient Boosting,0.2774,0.7078
Gradient Boosting,0.2781,0.7078
Gradient Boosting,0.2788,0.7078
Gradient Boosting,0.2795,0.7078
Gradient Boosting,0.2802,0.7078
Gradient Boosting,0.2784,0.7013
Gradient Boosting,0.2791,0.7013
Gradient Boosting,0.2798,0.7013
Gradient Boosting,0.2779,0.6948
Gradient Boosting,0.276,0.6883
Gradient Boosting,0.2768,0.6883
Gradient Boosting,0.2775,0.6883
Gradient Boosting,0.2782,0.6883
Gradient Boosting,0.2789,0.6883
Gradient Boosting,0.277,0.6818
Gradient Boosting,0.2778,0.6818
Gradient Boosting,0.2785,0.6818
Gradient Boosting,0.2793,0.6818
Gradient Boosting,0.2773,0.6753
Gradient Boosting,0.2754,0.6688
Gradient Boosting,0.2761,0.6688
Gradient Boosting,0.2769,0.6688
Gradient Boosting,0.2749,0.6623
Gradient Boosting,0.2757,0.6623
Gradient Boosting,0.2764,0.6623
Gradient Boosting,0.2772,0.6623
Gradient Boosting,0.2779,0.6623
Gradient Boosting,0.276,0.6558
Gradient Boosting,0.274,0.6494
Gradient Boosting,0.2747,0.6494
Gradient Boosting,0.2755,0.6494
Gradient Boosting,0.2762,0.6494
Gradient Boosting,0.277,0.6494
Gradient Boosting,0.2778,0.6494
Gradient Boosting,0.2786,0.6494
Gradient Boosting,0.2793,0.6494
Gradient Boosting,0.2801,0.6494
Gradient Boosting,0.2809,0.6494
Gradient Boosting,0.2817,0.6494
Gradient Boosting,0.2825,0.6494
Gradient Boosting,0.2805,0.6429
Gradient Boosting,0.2784,0.6364
Gradient Boosting,0.2764,0.6299
Gradient Boosting,0.2771,0.6299
Gradient Boosting,0.2779,0.6299
Gradient Boosting,0.2787,0.6299
Gradient Boosting,0.2795,0.6299
Gradient Boosting,0.2803,0.6299
Gradient Boosting,0.2812,0.6299
Gradient Boosting,0.282,0.6299
Gradient Boosting,0.2828,0.6299
Gradient Boosting,0.2836,0.6299
Gradient Boosting,0.2845,0.6299
Gradient Boosting,0.2853,0.6299
Gradient Boosting,0.2832,0.6234
Gradient Boosting,0.284,0.6234
Gradient Boosting,0.2849,0.6234
Gradient Boosting,0.2857,0.6234
Gradient Boosting,0.2866,0.6234
Gradient Boosting,0.2844,0.6169
Gradient Boosting,0.2853,0.6169
Gradient Boosting,0.2861,0.6169
Gradient Boosting,0.287,0.6169
Gradient Boosting,0.2879,0.6169
Gradient Boosting,0.2888,0.6169
Gradient Boosting,0.2866,0.6104
Gradient Boosting,0.2844,0.6039
Gradient Boosting,0.2822,0.5974
Gradient Boosting,0.2831,0.5974
Gradient Boosting,0.284,0.5974
Gradient Boosting,0.2848,0.5974
Gradient Boosting,0.2857,0.5974
Gradient Boosting,0.2866,0.5974
Gradient Boosting,0.2875,0.5974
Gradient Boosting,0.2853,0.5909
Gradient Boosting,0.2862,0.5909
Gradient Boosting,0.2871,0.5909
Gradient Boosting,0.288,0.5909
Gradient Boosting,0.2857,0.5844
Gradient Boosting,0.2866,0.5844
Gradient Boosting,0.2875,0.5844
Gradient Boosting,0.2885,0.5844
Gradient Boosting,0.2894,0.5844
Gradient Boosting,0.2903,0.5844
Gradient Boosting,0.2913,0.5844
Gradient Boosting,0.2922,0.5844
Gradient Boosting,0.2932,0.5844
Gradient Boosting,0.2908,0.5779
Gradient Boosting,0.2918,0.5779
Gradient Boosting,0.2928,0.5779
Gradient Boosting,0.2937,0.5779
Gradient Boosting,0.2947,0.5779
Gradient Boosting,0.2957,0.5779
Gradient Boosting,0.2967,0.5779
Gradient Boosting,0.2977,0.5779
Gradient Boosting,0.2987,0.5779
Gradient Boosting,0.2997,0.5779
Gradient Boosting,0.3007,0.5779
Gradient Boosting,0.3017,0.5779
Gradient Boosting,0.3027,0.5779
Gradient Boosting,0.3038,0.5779
Gradient Boosting,0.3048,0.5779
Gradient Boosting,0.3058,0.5779
Gradient Boosting,0.3069,0.5779
Gradient Boosting,0.308,0.5779
Gradient Boosting,0.3056,0.5714
Gradient Boosting,0.3031,0.5649
Gradient Boosting,0.3042,0.5649
Gradient Boosting,0.3018,0.5584
Gradient Boosting,0.3028,0.5584
Gradient Boosting,0.3039,0.5584
Gradient Boosting,0.305,0.5584
Gradient Boosting,0.306,0.5584
Gradient Boosting,0.3071,0.5584
Gradient Boosting,0.3082,0.5584
Gradient Boosting,0.3094,0.5584
Gradient Boosting,0.3069,0.5519
Gradient Boosting,0.308,0.5519
Gradient Boosting,0.3091,0.5519
Gradient Boosting,0.3066,0.5455
Gradient Boosting,0.3077,0.5455
Gradient Boosting,0.3088,0.5455
Gradient Boosting,0.3063,0.539
Gradient Boosting,0.3074,0.539
Gradient Boosting,0.3086,0.539
Gradient Boosting,0.3097,0.539
Gradient Boosting,0.3109,0.539
Gradient Boosting,0.3083,0.5325
Gradient Boosting,0.3094,0.5325
Gradient Boosting,0.3106,0.5325
Gradient Boosting,0.3118,0.5325
Gradient Boosting,0.3092,0.526
Gradient Boosting,0.3103,0.526
Gradient Boosting,0.3115,0.526
Gradient Boosting,0.3127,0.526
Gradient Boosting,0.314,0.526
Gradient Boosting,0.3152,0.526
Gradient Boosting,0.3125,0.5195
Gradient Boosting,0.3137,0.5195
Gradient Boosting,0.315,0.5195
Gradient Boosting,0.3162,0.5195
Gradient Boosting,0.3175,0.5195
Gradient Boosting,0.3187,0.5195
Gradient Boosting,0.32,0.5195
Gradient Boosting,0.3213,0.5195
Gradient Boosting,0.3226,0.5195
Gradient Boosting,0.3198,0.513
Gradient Boosting,0.3211,0.513
Gradient Boosting,0.3224,0.513
Gradient Boosting,0.3238,0.513
Gradient Boosting,0.3251,0.513
Gradient Boosting,0.3264,0.513
Gradient Boosting,0.3237,0.5065
Gradient Boosting,0.325,0.5065
Gradient Boosting,0.3264,0.5065
Gradient Boosting,0.3277,0.5065
Gradient Boosting,0.3291,0.5065
Gradient Boosting,0.3263,0.5
Gradient Boosting,0.3277,0.5
Gradient Boosting,0.3248,0.4935
